machine_id,risque,temperature_C,vibration,pression_bar,age_ans,production_jour,panne,ville_Abomey-Calavi,ville_Cotonou,ville_Parakou,ville_Porto-Novo,type_machine_Compresseur,type_machine_Moteur,type_machine_Pompe,risque_encoded,temp_par_vibration,machine_ancienne
M0163,Moyen,0.633644603628767,0.9547748546124232,1.339674439094543,1.0473278596296975,0.11430476246361554,0,True,False,False,False,False,False,True,1,0.6629642960064236,1
M0164,Élevé,-0.2805268132767603,-0.7375093028264103,0.4681332787700447,-1.0523270379572858,1.0554220876335307,0,True,False,False,False,True,False,False,2,0.3808869924659708,0
M0165,Faible,-0.4111227299775509,-0.34927940788456036,-0.44049473944060336,1.4672588391470942,-0.9251934553329773,0,False,True,False,False,False,True,False,0,1.1804393847879182,1
M0166,Moyen,0.633644603628767,0.21315620914658132,1.1356967207207251,-0.4224305686811909,-0.15410282859090776,0,False,False,True,False,False,True,False,1,2.9587963204702725,0
M0167,Moyen,-0.8029104800799193,-0.05810698667817284,0.9502624312899798,1.6772243289057924,-1.2113539894178784,0,False,False,True,False,True,False,False,1,14.059759178062253,1
M0168,Faible,-0.9572511089081248,0.84527411501344,-0.4590381683836774,1.0473278596296975,0.22906485848141564,0,False,True,False,False,False,False,True,0,-1.131135990013026,1
M0169,Moyen,-0.9097616846532924,0.18329237107413152,-0.8669936051313146,-0.4224305686811909,-0.253012082617299,0,False,True,False,False,False,False,True,1,-4.9365129948181155,0
M0170,Moyen,2.877519899669605,0.9099790975037483,0.41250299194082085,-0.002499589163794205,0.5301251840382412,0,False,False,True,False,False,True,False,1,3.1587112235116517,0
M0171,Faible,1.2866241871327146,0.7507052944506815,0.3754161340546728,1.2572933493883958,0.12909888165559713,0,False,False,True,False,False,False,True,0,1.7116071905186356,1
M0172,Moyen,0.419942194482019,0.08374624416596475,1.4509350127529905,1.2572933493883958,0.6534447347314021,0,False,False,False,True,False,True,False,1,4.955289743101955,1
M0173,Faible,-0.3280162375315936,-0.05810698667817284,0.22706870251007713,0.6273968801123008,-1.2343905464453926,0,False,False,True,False,False,False,True,0,5.743889786728432,1
M0174,Faible,0.47930397480055975,0.23306543452821468,1.0615230049484272,-1.4722580174746824,-0.9371344229665053,0,True,False,False,False,True,False,False,0,2.0477349667910216,0
M0175,Faible,-1.4677624196475745,0.2728838852914814,1.2469572943791711,1.0473278596296975,0.43428042613018897,0,False,True,False,False,False,False,True,0,-5.359068198136249,1
M0176,Élevé,-0.22116503295821963,-0.6827589330269187,0.33832927616852304,0.8373623698709991,0.13617892441175974,0,False,True,False,False,False,False,True,2,0.3244035717673348,1
M0177,Faible,0.8473470127755132,-0.05810698667817284,0.8390018576315338,1.2572933493883958,-0.3354364609726251,0,False,False,True,False,False,True,False,0,-14.837886956822784,1
M0178,Faible,0.20623978533527282,-0.48366667921058537,-1.3305793287081757,0.41743139035360244,-0.7097276765297595,0,False,True,False,False,True,False,False,0,-0.4272923618273871,1
M0179,Moyen,-1.0166128892266655,0.1434739203108648,-0.8855370340743887,1.0473278596296975,-0.524272825230276,0,True,False,False,False,False,False,True,1,-7.036653307664231,1
M0180,Moyen,-0.019334979875180878,-0.7524412218626354,0.07872127096548145,0.20746590059490413,-0.924876438493149,0,False,False,True,False,False,False,True,1,0.02573052863303704,1
M0181,Élevé,-0.1380585405122623,-1.1705349548769355,-0.27360387895293364,0.8373623698709991,0.13300875601347797,0,False,False,False,True,False,True,False,2,0.11804567271509171,1
M0182,Faible,1.2984965431964222,-0.16511907310445195,-0.1067130184652623,0.8373623698709991,-0.8572461793298046,0,False,False,True,False,False,False,True,0,-7.911917357527403,1
M0183,Faible,0.8117299445843891,1.5271650843343818,0.20852527356700307,-1.0523270379572858,-0.2065162794424997,0,True,False,False,False,False,True,False,0,0.5311794863694009,0
M0184,Faible,0.21811214139898197,-0.010822576396793565,-1.2564056129358778,0.8373623698709991,-1.1945520969069852,0,False,False,True,False,True,False,False,0,-22.205186560847867,1
M0185,Moyen,-0.05495204806630665,-0.6976908520631436,1.2469572943791711,1.2572933493883958,0.7618644939526387,0,False,True,False,False,False,False,True,1,0.07887579965141575,1
M0186,Faible,-0.3517609496590102,-0.3094609571212936,0.4681332787700447,1.4672588391470942,-0.08636689714762058,0,False,False,False,True,True,False,False,0,1.140374305201582,1
M0187,Moyen,1.1679006264956333,0.252974659909848,0.8204584286884598,-0.002499589163794205,-0.42800537820245277,0,False,True,False,False,False,True,False,1,4.5984927272279705,0
M0188,Moyen,0.5505381111828096,0.5864541850522064,-1.8868821970004086,-1.4722580174746824,-0.6106070779434828,0,False,False,True,False,False,False,True,1,0.937159229079088,0
M0189,Faible,0.040026800443359836,0.1733377583833146,-1.0338844656189843,-0.6323960584398892,-1.2078668041797684,0,False,True,False,False,False,False,True,0,0.22959341002511532,0
M0190,Moyen,-0.3161438814678844,1.0244571434481398,-1.738534765455813,-1.2622925277159842,0.045300763661015646,0,False,True,False,False,False,False,True,1,-0.30829555724273205,0
M0191,Élevé,0.6098998915013503,0.4371349946899564,-1.1451450392774318,-1.0523270379572858,0.334103104744485,0,False,True,False,False,False,False,True,2,1.3920364702503214,0
M0192,Moyen,-0.05495204806630665,-0.672804320336102,0.11580812885163119,0.20746590059490413,0.9326308983400834,0,False,True,False,False,True,False,False,1,0.08179769972127342,1
M0193,Élevé,-1.3252941468830775,0.6511591675425147,0.24561213145315117,0.6273968801123008,-0.2274393908711594,0,True,False,False,False,False,False,True,2,-2.032163638636086,1
M0194,Élevé,0.2418568535263969,-0.4388709221019102,0.9502624312899798,-0.6323960584398892,-1.1015604905573864,0,False,True,False,False,False,True,False,2,-0.5523473729778912,0
M0195,Faible,0.9898152855400112,0.671068392924148,-0.8484501761882406,0.20746590059490413,-0.793948483644112,0,False,True,False,False,False,False,True,0,1.4727895195805247,1
M0196,Faible,-0.5654633588057564,0.06881432512973984,0.8575452865746078,-0.4224305686811909,-0.02740176493957964,0,False,True,False,False,True,False,False,0,-8.099531976495145,0
M0197,Moyen,-0.5061015784872157,-1.3198541452391854,-0.9040804630174644,1.2572933493883958,-0.7494604537882243,0,True,False,False,False,False,False,True,1,0.38374340355538694,1
M0198,Faible,-0.05495204806630665,-1.2700810817851018,0.4681332787700447,0.6273968801123008,-1.3104745880041553,0,False,True,False,False,False,False,True,0,0.04330065970963066,1
M0199,Faible,-0.05495204806630665,-0.1850282984860853,0.9502624312899798,-0.4224305686811909,0.7583773087145287,0,True,False,False,False,False,True,False,0,0.2986065106202222,0
M0200,Moyen,-0.18554796476709554,-0.05810698667817284,-1.1451450392774318,-0.6323960584398892,-0.6788713707864836,0,False,False,True,False,True,False,False,1,3.24912896932828,0
M0201,Moyen,0.5505381111828096,0.63622724850629,-0.44049473944060336,-0.6323960584398892,-0.48411735885204016,0,False,True,False,False,False,False,True,1,0.8639588348949508,0
M0202,Moyen,0.4318145505457282,0.30274772336393163,0.4495898498269706,1.6772243289057924,1.2356989972158208,0,False,False,True,False,False,False,True,1,1.4216223442384615,1
M0203,Moyen,0.6930063839473076,0.8651833403950733,0.5423069945423425,-1.0523270379572858,-0.908708579661912,0,False,False,True,False,True,False,False,1,0.8000689364808399,0
M0204,Faible,0.7048787400110151,4.484374466687132,-1.274949041878952,0.20746590059490413,0.22113943748571122,0,False,False,True,False,False,False,True,0,0.15715047767943305,1
M0205,Faible,-0.05495204806630665,-0.015799882742202016,-1.701447907569665,0.6273968801123008,0.42688336653419817,0,False,True,False,False,False,False,True,0,3.7130056381872762,1
M0206,Faible,0.5386657551191004,3.231115522589376,0.11580812885163119,0.8373623698709991,-0.15452551771067866,0,True,False,False,False,False,False,True,0,0.16666042762220143,1
M0207,Élevé,1.013559997667426,-0.05810698667817284,0.43104642088389655,0.8373623698709991,-0.44554697667294524,0,False,False,True,False,False,True,False,2,-17.748441243789603,1
M0208,Élevé,-0.5179739345509232,0.6013861040884315,0.5793938524284923,-1.0523270379572858,6.311444959450356,0,False,True,False,False,False,False,True,2,-0.8598703240918114,0
M0209,Moyen,0.40806983841831157,0.5565903469797565,0.1528949867377793,-1.0523270379572858,-0.06269630644045003,0,False,True,False,False,True,False,False,1,0.7318452348191865,0
M0210,Élevé,-0.2805268132767603,-0.5483716617008937,0.6721109971438641,0.6273968801123008,-0.731496166197961,0,False,False,True,False,False,False,True,2,0.5124978746708515,1
M0211,Élevé,-0.05495204806630665,0.6063634104338397,0.6721109971438641,-0.4224305686811909,0.7128325560592139,0,True,False,False,False,False,True,False,2,-0.09047638880164745,0
M0212,Faible,0.47930397480055975,-1.2402172437126522,0.17143841568085333,1.0473278596296975,1.0933584361329691,0,False,False,True,False,False,False,True,0,-0.3867796201451987,1
M0213,Faible,1.2984965431964222,0.26790657894607317,1.2840441522653208,0.6273968801123008,-1.777863082190831,0,True,False,False,False,False,True,False,0,4.828801691225354,1
M0214,Moyen,0.004409732252234058,-0.07055025254169363,-2.090859915374228,1.4672588391470942,0.33442012158431317,0,False,True,False,False,True,False,False,1,-0.06340354047730501,1
M0215,Moyen,-0.6366974951880046,-0.08548217157791853,-1.516013618138921,0.8373623698709991,-0.20302909420438978,0,True,False,False,False,False,True,False,1,7.536471699248093,1
M0216,Faible,0.9067087930940538,-1.9221082130335936,-1.3120358997651016,-1.0523270379572858,-0.06819126499747176,0,False,True,False,False,True,False,False,0,-0.47197174367511724,0
M0217,Faible,0.06377151257077476,1.148889802083348,0.1528949867377793,-0.21246507892249253,0.11197997230487557,0,False,True,False,False,False,True,False,0,0.0554588034916344,0
M0218,Moyen,-1.1353364498637468,-0.7972369789713103,-2.2021204890326738,1.0473278596296975,-0.23927468622474468,0,False,False,True,False,True,False,False,1,1.4258775714367504,1
M0219,Moyen,-0.07869676019372158,-0.6230312568820187,1.673456160069884,-0.4224305686811909,0.058087109534085454,0,False,False,False,True,False,False,True,1,0.12651576479965876,0
M0220,Faible,-0.5061015784872157,-0.38909785864782703,1.4509350127529905,-1.0523270379572858,-0.8017682323598736,0,False,False,False,True,False,True,False,0,1.3040566115219645,0
M0221,Faible,1.4647095280883369,-0.5185078236284436,1.5065652995822143,-0.21246507892249253,0.4413604688863516,0,False,True,False,False,False,True,False,0,-2.8303137869852923,0
M0222,Moyen,0.12313329288931547,-1.314876838893777,-1.9239690548865582,1.0473278596296975,0.5756699366935559,0,True,False,False,False,False,False,True,1,-0.0937175306271385,1
M0223,Élevé,0.8236023006480966,0.29279311067311475,0.43104642088389655,0.6273968801123008,0.24724049063156447,0,False,False,False,True,True,False,False,2,2.803341095239185,1
M0224,Moyen,0.669261671819891,-0.26964250635802695,0.004547555193183629,-1.4722580174746824,0.7118815055397294,0,False,True,False,False,False,True,False,1,-2.4912724382043563,0
M0225,Élevé,1.3103688992601297,-0.015799882742202016,1.2840441522653208,-1.4722580174746824,-0.5260692539893023,0,False,False,False,True,True,False,False,2,-88.53914061924284,0
M0226,Faible,0.633644603628767,-1.1157845850774437,-0.2921473078960077,-1.2622925277159842,0.4460100492038315,0,False,False,True,False,False,True,False,0,-0.5684009378231112,0
M0227,Moyen,0.6811340278835984,0.08872355051137319,0.11580812885163119,0.41743139035360244,0.7273096584113674,0,False,False,False,True,False,True,False,1,7.5914743007997565,1
M0228,Faible,0.5861551793739337,-0.11036870330496033,-1.5345570470819951,-0.21246507892249253,-0.5152906814351442,0,False,False,False,True,False,True,False,0,-5.359441610453373,0
M0229,Faible,-1.004740533162957,0.7706145198323148,0.8575452865746078,-0.21246507892249253,0.025962736431496842,0,False,True,False,False,True,False,False,0,-1.3021275615462817,0
M0230,Moyen,0.20623978533527282,-0.5533489680463018,1.5436521574683624,-0.6323960584398892,-0.4165927719686384,0,True,False,False,False,False,True,False,1,-0.3733867487156857,0
M0231,Élevé,-0.9097616846532924,-1.3795818213840854,0.023090984136257674,0.8373623698709991,-0.499968200843449,0,False,False,False,True,False,True,False,2,0.659925780640208,1
M0232,Moyen,-0.897889328589584,-0.07552755888710186,-2.3133810626911213,-1.0523270379572858,1.1802210502458896,0,False,True,False,False,False,True,False,1,12.047749074268655,0
M0233,Moyen,0.21811214139898197,0.11858738858382323,-0.7742764604159428,1.6772243289057924,-0.061005549961366416,0,False,True,False,False,True,False,False,1,1.823872433221494,1
M0234,Moyen,-1.4677624196475745,0.611340716779248,-1.3491227576512497,0.20746590059490413,-0.5221593796314214,0,True,False,False,False,True,False,False,1,-2.3969701498336105,1
M0235,Élevé,-0.1024414723211382,-0.05810698667817284,0.11580812885163119,0.6273968801123008,-0.11775156429061012,0,False,False,True,False,False,True,False,2,1.793851825844856,1
M0236,Moyen,0.977942929476302,-0.6379631759182437,-0.4034078815544536,0.20746590059490413,0.06918269892807166,0,False,False,False,True,False,True,False,1,-1.5353209831423977,1
M0237,Faible,0.004409732252234058,-0.0556183335054685,0.5793938524284923,1.6772243289057924,1.974453906295416,0,False,True,False,False,True,False,False,0,-0.080737217143261,1
M0238,Moyen,0.7167510960747225,-0.8022142853167186,0.43104642088389655,0.6273968801123008,0.7988497919325926,0,False,False,True,False,True,False,False,1,-0.8945810243403138,1
M0239,Faible,-0.9335063967807081,0.2479973535644398,0.35687270511159874,1.0473278596296975,-0.40074192997722957,0,True,False,False,False,False,False,True,0,-3.7490615198009296,1
M0240,Moyen,-0.03120733593889003,1.6117792922063234,1.0986098628345753,1.2572933493883958,0.14146253840889603,0,False,True,False,False,True,False,False,1,-0.019350035116210848,1
M0241,Faible,-2.381933836553102,-0.7723504472442685,-1.163688468220506,-0.6323960584398892,0.05259215097706372,0,False,True,False,False,True,False,False,0,3.0880047390428227,0
M0242,Moyen,-1.040357601354082,-0.05810698667817284,1.1542401496637993,0.41743139035360244,-0.31916292986144534,0,False,False,True,False,True,False,False,1,18.21769387372916,1
M0243,Élevé,-0.6604422073154212,-1.0112611518238688,-0.42195131049752765,1.6772243289057924,-0.15632194646970501,0,False,False,True,False,True,False,False,2,0.6537341420315884,1
M0244,Élevé,-0.05495204806630665,4.524307084721997,-0.9967976077328362,-1.4722580174746824,-0.22796775227087304,0,False,False,True,False,False,True,False,2,-0.012143274928641116,0
M0245,Moyen,-0.05495204806630665,0.1335193076200479,0.9131755734038316,1.4672588391470942,0.24058313699517275,0,False,True,False,False,False,True,False,1,-0.4085067715447931,1
M0246,Moyen,-1.8120607454951114,-0.329370182502927,0.5793938524284923,-0.21246507892249253,0.7524596610377361,0,True,False,False,False,False,False,True,1,5.518347408047499,0
M0247,Faible,-0.4229950860412584,-1.3347860642754101,1.1171532917776494,-0.4224305686811909,-0.8099049979154636,0,False,False,False,True,False,False,True,0,0.31713863067766707,0
M0248,Moyen,-0.7316763436976694,-0.04068641446924359,1.339674439094543,-1.4722580174746824,-0.5218423627915932,0,False,False,True,False,False,False,True,1,18.43644364155669,0
M0249,Élevé,1.4053477477697962,6.159061195517137,-0.27360387895293364,0.41743139035360244,-0.38172091958753895,0,False,True,False,False,False,False,True,2,0.22813860173864997,1
M0250,Moyen,0.7404958082021392,0.6860003119603731,0.9317190023469057,0.8373623698709991,0.500536945654278,0,False,True,False,False,False,False,True,1,1.0778682270014046,1
M0251,Faible,-0.3517609496590102,0.12356469492923146,-1.2564056129358778,-0.002499589163794205,-0.7880308359673193,0,False,True,False,False,False,False,True,0,-2.8239217368842353,0
M0252,Faible,0.7048787400110151,-1.2302626310218352,0.1528949867377793,-0.8423615481985876,-0.6416747282466442,0,False,True,False,False,True,False,False,0,-0.5734159017142484,0
M0253,Moyen,1.0610494219222595,0.3674527058542399,-0.2921473078960077,-0.21246507892249253,0.39137748047344234,0,True,False,False,False,False,False,True,1,2.8797438723167126,0
M0254,Moyen,-0.6248251391242972,-0.45878014748354357,-0.9226238919605384,-1.6822235072333809,-0.7953222232833673,0,False,False,False,True,True,False,False,1,1.3649022190215416,0
M0255,Faible,0.8829640809666373,-0.05810698667817284,-1.608730762854293,-0.4224305686811909,-1.4190000195053345,0,False,False,True,False,False,False,True,0,-15.461577161172814,0
M0256,Élevé,0.5030486869279763,-0.3044836507758852,0.41250299194082085,-1.0523270379572858,0.5432285467511392,0,False,False,True,False,False,False,True,2,-1.6575808470798474,0
M0257,Faible,0.6930063839473076,-0.16511907310445195,-1.7756216233419626,-0.21246507892249253,-0.43772722795718355,0,False,False,True,False,True,False,False,0,-4.222582853037749,0
M0258,Moyen,-1.5389965560298235,-0.05064102716006027,-0.5702987420421233,-1.6822235072333809,0.27999889741380946,0,False,False,False,True,False,True,False,1,31.002512318440814,0
M0259,Élevé,-0.06682440413001411,-0.777327753589677,1.691999589012958,-0.4224305686811909,-0.6660850249134138,0,False,True,False,False,False,False,True,2,0.08607756687948287,0
M0260,Élevé,-2.1563590713426475,-0.5433943553554852,1.673456160069884,-1.6822235072333809,-1.1752140696774662,0,False,False,False,True,False,False,True,2,3.97562963192965,0
M0261,Élevé,0.30121863384493763,-0.2397786682855769,0.5237635655992684,0.20746590059490413,-1.213044745896962,0,False,True,False,False,False,True,False,2,-1.261497251859547,1
M0262,Moyen,-0.7079316315702545,-0.03073180177842692,-0.34777759472522984,0.6273968801123008,1.418617713796679,0,False,True,False,False,False,True,False,1,23.81058628219169,1
M0263,Moyen,1.2391347628778815,0.03895048705728982,1.691999589012958,-0.8423615481985876,1.386599012974033,0,True,False,False,False,False,True,False,1,31.01676235138102,0
M0264,Moyen,1.3341136113875462,-1.0510796025871354,-0.14379987635141203,1.4672588391470942,0.9414016975753297,0,False,False,False,True,False,False,True,1,-1.2704880735713955,1
M0265,Faible,-1.5271241999661154,0.4072711566175066,0.24561213145315117,0.6273968801123008,1.2523952174467714,0,False,False,False,True,True,False,False,0,-3.740465558767892,1
M0266,Faible,-0.05495204806630665,-1.1008526660412186,0.6906544260869382,1.0473278596296975,-0.27858477436343865,0,False,False,False,True,True,False,False,0,0.04996309938866597,1
M0267,Élevé,-0.37550566178642514,-0.015799882742202016,-1.089514752448208,0.6273968801123008,0.08968312123696044,0,False,False,False,True,False,True,False,2,25.372205194279474,1
M0268,Moyen,0.9423258612851779,-0.254710587321802,-1.738534765455813,1.2572933493883958,-1.60646264412373,0,False,True,False,False,False,False,True,1,-3.7141763425502954,1
M0269,Élevé,0.18249507320785618,-2.0017451145601273,-2.05377305748808,1.2572933493883958,-0.25470283909638264,0,False,False,False,True,True,False,False,2,-0.09121355433022188,1
M0270,Faible,-0.26865445721305287,-0.7574185282080437,-1.5716439049681432,-1.0523270379572858,0.4117722305023884,0,False,False,False,True,False,True,False,0,0.3551664154095955,0
M0271,Faible,-0.17367560870338808,-0.05810698667817284,-1.3120358997651016,0.8373623698709991,-0.20958077556083876,0,False,False,True,False,False,False,True,0,3.041232234544947,1
M0272,Faible,-0.3873780178501343,-0.060595639850876945,-0.5146684552129012,1.4672588391470942,1.5285168849371136,0,False,True,False,False,False,True,False,0,6.500106699407039,1
M0273,Faible,5.33509760485719,-0.3691886332661937,0.6535675682007884,-1.6822235072333809,-0.7845436507292093,0,False,True,False,False,True,False,False,0,-14.490120342742932,0
M0274,Élevé,0.13500564895302464,-0.05810698667817284,-0.4034078815544536,-0.8423615481985876,0.05713605901460093,0,False,False,True,False,True,False,False,2,-2.3640828698220537,0
M0275,Faible,-0.8622722603984599,-0.05810698667817284,-0.8484501761882406,1.4672588391470942,-0.6034213629073775,0,False,False,True,False,False,True,False,0,15.099242851978978,1
M0276,Faible,0.669261671819891,-0.41896169672027683,0.5608504234854166,1.0473278596296975,-0.4190232344073211,0,False,True,False,False,True,False,False,0,-1.6012512081168004,1
M0277,Moyen,-0.3873780178501343,0.31767964240015634,-1.163688468220506,-1.6822235072333809,-0.6434711570056705,0,True,False,False,False,True,False,False,1,-1.215571898263007,0
M0278,Moyen,0.5386657551191004,2.194124134619098,1.0986098628345753,1.0473278596296975,-0.1810492599763028,0,False,False,True,False,False,True,False,1,0.24539193325054062,1
M0279,Faible,-0.6485698512517137,-0.48366667921058537,0.11580812885163119,-0.002499589163794205,-1.397231529837133,0,False,True,False,False,False,True,False,0,1.3437220325887578,0
M0280,Moyen,0.38432512629089494,-0.3990524713386435,1.3953047259237668,1.6772243289057924,0.40828504526427845,0,True,False,False,False,False,False,True,1,-0.965513729881933,1
M0281,Faible,-0.7910381240162101,0.11858738858382323,0.43104642088389655,0.20746590059490413,-0.31683813970270536,0,False,False,True,False,True,False,False,0,-6.6147286380598755,1
M0282,Faible,-0.6723145633791286,-0.6827589330269187,0.17143841568085333,-1.6822235072333809,-0.8231140329083042,0,False,True,False,False,False,True,False,0,0.9861470540534639,0
M0283,Élevé,0.3605804141634783,0.3525207868180148,0.11580812885163119,-1.0523270379572858,3.049096818453446,0,False,True,False,False,True,False,False,2,1.0199694830083574,0
M0284,Élevé,0.8710917249029297,-0.2148921365585353,0.5052201366561944,1.2572933493883958,-0.10380282333817033,0,True,False,False,False,False,False,True,2,-4.072574798300452,1
M0285,Faible,0.21811214139898197,0.9846386926848729,0.11580812885163119,-1.2622925277159842,-0.5241671529503332,0,True,False,False,False,True,False,False,0,0.2212901573545637,0
M0286,Faible,0.004409732252234058,-0.8619419614616186,0.30124241828237497,0.20746590059490413,-0.2447696447817664,0,False,True,False,False,False,False,True,0,-0.005121985510785964,1
M0287,Faible,2.4857321495672364,-0.11036870330496033,0.9688058602330555,-0.6323960584398892,-0.5853514030371714,0,False,True,False,False,False,True,False,0,-22.728002385070777,0
M0288,Moyen,-0.019334979875180878,-0.7823050599350853,0.11580812885163119,0.41743139035360244,0.5350917811955493,0,True,False,False,False,False,True,False,1,0.024747030150793246,1
M0289,Faible,-2.286954988043437,0.07379163147514807,1.339674439094543,-1.2622925277159842,0.6941285625093515,0,False,False,True,False,False,False,True,0,-30.577685536962132,0
M0290,Faible,0.6217722475650578,-0.6180539505366104,-0.44049473944060336,-1.6822235072333809,-0.7048667516523941,0,False,False,False,True,False,False,True,0,-1.0076464902693585,0
M0291,Faible,-0.05495204806630665,-0.9764200074060103,2.2483024573051926,-0.6323960584398892,0.9710956082392356,0,False,True,False,False,True,False,False,0,0.05633680634913748,0
M0292,Faible,-1.3015494347556607,-0.05810698667817284,-0.7742764604159428,-0.6323960584398892,0.28855835208917024,0,False,False,True,False,False,False,True,0,22.791422038962754,0
M0293,Faible,1.0373047097948427,-0.6130766441912019,0.04163441307933337,-0.4224305686811909,-0.12948118736425268,0,False,False,False,True,False,False,True,0,-1.694730095714626,0
M0294,Faible,0.8592193688392207,-0.11534600965036856,0.11580812885163119,-0.6323960584398892,0.36886928484564174,0,False,False,True,False,False,False,True,0,-7.514205099648191,0
M0295,Faible,-0.26865445721305287,-0.7922596726259019,1.1727835786068732,-0.6323960584398892,-0.510746773397607,0,False,False,True,False,False,False,True,0,0.33952754892902204,0
M0296,Faible,-0.3873780178501343,0.22808812818280644,-0.7928198893590168,-0.21246507892249253,0.20148439341636423,0,False,False,True,False,False,False,True,0,-1.6909563185265393,0
M0297,Moyen,0.06377151257077476,-0.32439287615751855,1.1913270075499474,-1.2622925277159842,-0.17597699053905197,0,False,False,True,False,False,True,False,1,-0.19719516808314871,0
M0298,Faible,1.0254323537311354,-0.31443826346670184,0.06017784202240741,1.4672588391470942,0.6715146946016082,0,True,False,False,False,True,False,False,0,-3.271560856640824,1
M0299,Moyen,-0.7791657679525027,-0.05810698667817284,-0.9597107498466865,1.0473278596296975,-0.4543177759081915,0,False,False,True,False,False,True,False,1,13.643965708495555,1
M0300,Faible,1.3222412553238387,-0.15516446041363527,1.766173304785256,0.8373623698709991,-0.04621143076938482,0,False,False,False,True,False,False,True,0,-8.57682277598976,1
M0301,Faible,0.3249633459723542,0.9099790975037483,0.33832927616852304,-1.6822235072333809,0.3660161332871882,0,True,False,False,False,True,False,False,0,0.3567187730901994,0
M0302,Moyen,0.47930397480055975,-0.7424866091718187,2.3039327441344146,-0.21246507892249253,0.4845804313829264,0,False,False,True,False,False,True,False,1,-0.6464094818056174,0
M0303,Faible,-0.05495204806630665,-0.17009637944986017,-0.013995873749890418,0.6273968801123008,-1.147633604612415,0,False,False,False,True,False,False,True,0,0.3249747170524182,1
M0304,Moyen,-0.1380585405122623,-0.04566372081465182,0.319785847225449,-1.0523270379572858,1.1130134802023162,0,False,True,False,False,False,False,True,1,3.091066709045265,0
M0305,Faible,0.7048787400110151,0.11858738858382323,1.3211310101514688,0.6273968801123008,-0.3482228068456949,0,False,True,False,False,True,False,False,0,5.8942564793689725,1
M0306,Moyen,0.1468780050167321,-0.508553210937627,-0.5517553130990492,-0.6323960584398892,-0.5056745039603562,0,True,False,False,False,False,False,True,1,-0.28938444650049094,0
M0307,Moyen,-2.6549980260183887,-1.5936059942366438,0.13435155779470526,0.6273968801123008,0.07457198520515067,0,False,False,True,False,False,False,True,1,1.66707775534335,1
M0308,Moyen,-0.05495204806630665,0.26790657894607317,-1.8683387680573345,1.4672588391470942,-1.2362926474843616,0,False,False,True,False,False,False,True,1,-0.20435367658790823,1
M0309,Faible,0.12313329288931547,0.2479973535644398,1.1356967207207251,-0.8423615481985876,-1.0831735138473522,0,False,False,False,True,True,False,False,0,0.4945164722702522,0
M0310,Moyen,-0.06682440413001411,0.4321576883445482,1.5992824442975861,0.6273968801123008,-0.4769316438159348,0,False,False,True,False,False,False,True,1,-0.15427269543663216,1
M0311,Moyen,1.215390050750465,0.2081789028011731,1.302587581208395,-1.2622925277159842,-1.1247027198648434,0,True,False,False,False,False,True,False,1,5.810289825956811,0
M0312,Faible,-0.39925037391384177,-0.8022142853167186,0.28269898933930093,1.2572933493883958,0.8981817350787549,0,False,True,False,False,False,True,False,0,0.4983066093935392,1
M0313,Faible,0.526793399055393,0.7158641500328233,-1.089514752448208,0.6273968801123008,-0.2167664905969441,0,False,False,False,True,False,True,False,0,0.7348580606678023,1
M0314,Moyen,0.3724527702271875,-0.31941556981211033,1.7476298758421818,-0.002499589163794205,-0.15811837522873134,0,False,False,True,False,False,True,False,1,-1.1697065267473046,0
M0315,Faible,0.4674316187368523,0.15840583934708993,-0.47758159732675143,-0.4224305686811909,0.022264206633501444,0,False,True,False,False,False,False,True,0,2.9323368620083463,0
M0316,Élevé,-1.5389965560298235,1.1837309465012065,0.023090984136257674,0.6273968801123008,0.4299478626525372,0,False,True,False,False,True,False,False,2,-1.299026213989639,1
M0317,Moyen,-0.37550566178642514,0.6660910865787397,1.803260162671404,-0.6323960584398892,0.37679470584134617,0,False,True,False,False,False,False,True,1,-0.5629001336417985,0
M0318,Moyen,-0.39925037391384177,-0.6080993378457937,0.8575452865746078,-0.4224305686811909,-0.5490001387368737,0,False,True,False,False,True,False,False,1,0.657635989738558,0
M0319,Faible,1.5240713084068775,4.989984640966792,0.9131755734038316,-1.4722580174746824,0.7600680651936124,0,False,False,False,True,False,True,False,0,0.3053648564447702,0
M0320,Moyen,-0.2805268132767603,0.8154102769409897,2.4708236046220846,-0.21246507892249253,0.67352246792052,0,False,True,False,False,False,False,True,1,-0.3436100955611034,0
M0321,Moyen,0.6098998915013503,-0.05810698667817284,-0.1067130184652623,-0.4224305686811909,1.3885011140130021,0,False,False,True,False,False,False,True,1,-10.679952261155872,0
M0322,Moyen,0.25372920959010603,-0.1501871540682268,1.1356967207207251,1.4672588391470942,0.06167996705213813,0,False,False,True,False,False,False,True,1,-1.7007443514477774,1
M0323,Moyen,-1.2659323665645366,-0.05810698667817284,-1.05242789456206,-1.4722580174746824,-0.07030471059632627,0,False,False,True,False,True,False,False,1,22.16773183461272,0
M0324,Faible,-1.0284852452903739,-0.642940482263652,-0.08816958952218824,1.0473278596296975,-0.40317239241591224,0,False,True,False,False,False,False,True,0,1.6021504698748128,1
M0325,Faible,0.25372920959010603,-0.3094609571212936,-0.05108273163604016,1.0473278596296975,-0.9468562727212361,0,True,False,False,False,False,True,False,0,-0.8225650726044208,1
